date,Hole Depth (MD) m,Bit Depth (MD) m,Block Position m,Mud Flow In L/min,Average Standpipe Pressure kPa,Average Hookload kkgf,Average Surface Torque kN.m,Average Rotary Speed rpm,Weight on Bit kkgf,Rate of Penetration m/h
2007-10-23 08:48:00,1383.492382,1383.291518,2.080000006,0,422.9999858,74.3237145,0.480000228,1.333333333,0,0
2007-10-23 08:48:04,1383.492382,1382.5,2.080000006,0,417.9999837,74.25573446,0.480000228,2,0,0
2007-10-23 08:48:08,1383.492382,1383.027679,2.080000006,0,437.3333359,74.10447509,0.389999677,0.333333333,0,0
2007-10-23 08:48:12,1383.492382,1382.5,2.080000006,0,469.9999812,73.67449621,-0.099999709,0,0,0
2007-10-23 08:48:16,1383.492382,1382.895759,2.080000006,0,437.7499953,73.21562516,-0.039999681,0,0,0
2007-10-23 08:48:20,1383.492382,1382.895759,2.080000006,0,429.2500143,72.63438328,0.422499651,0,0,0
2007-10-23 08:48:24,1383.492382,1382.895759,2.080000006,0,424.7500045,72.36160928,0.569999424,0,0,0
2007-10-23 08:48:28,1383.492382,1383.291518,2.080000006,0,409.0000019,72.37435669,0.579999937,0,0,0
2007-10-23 08:48:32,1383.492382,1382.895759,2.080000006,0,395.7500038,72.51711843,0.575000359,0,0,0
2007-10-23 08:48:36,1383.492382,1382.895759,2.080000006,0,402.9999979,72.78989425,0.519999909,0,0,0
2007-10-23 08:48:40,1383.492382,1382.5,2.080000006,0,417.9999837,72.82813004,0.489999386,0,0,0
2007-10-23 08:48:44,1383.492382,1383.027679,2.080000006,0,430.00001,72.88081639,0.48833286,0,0,0
2007-10-23 08:48:48,1383.492382,1382.5,2.080000006,0,434.0000126,72.9810891,0.480000228,0,0,0
2007-10-23 08:48:52,1383.492382,1382.895759,2.080000006,0,440.000008,73.00403181,0.480000228,0,0,0
2007-10-23 08:48:56,1383.492382,1382.895759,2.080000006,0,442.7499871,73.01932898,0.487499596,0,0,0
2007-10-23 08:49:00,1383.492382,1382.895759,2.080000006,0,450.5000097,72.97599345,0.482500018,0,0,0
2007-10-23 08:49:04,1383.492382,1383.291518,2.080000006,0,440.0000097,72.98618884,0.480000228,0,0,0
2007-10-23 08:49:08,1383.492382,1382.895759,2.080000006,0,426.7500064,73.02952426,0.482500018,0,0,0
2007-10-23 08:49:12,1383.492382,1382.895759,2.080000006,0,421.5000176,73.09325637,0.487499596,0,0,0
2007-10-23 08:49:16,1383.492382,1382.5,2.080000006,0,407.9999931,73.12384868,0.480000228,0,0,0
2007-10-23 08:49:20,1383.492382,1383.027679,2.080000006,0,420.1666692,73.12045022,0.486666333,0,0,0
2007-10-23 08:49:24,1383.492382,1382.5,2.080000006,0,413.0000091,73.10345789,0.480000228,0,0,0
2007-10-23 08:49:28,1383.492382,1382.895759,2.080000006,0,416.74999,73.11875098,0.480000228,17.25,0,0
2007-10-23 08:49:32,1383.492382,1382.895759,2.080000006,0,414.9999834,73.07796328,0.307500527,24.5,0,0
2007-10-23 08:49:36,1383.492382,1382.895759,2.080000006,0,435.0000007,72.29023153,-0.537500128,25,0,0
2007-10-23 08:49:40,1383.492382,1383.291518,2.080000006,0,438.5000001,71.08951594,-0.835000143,24.5,0,0
2007-10-23 08:49:44,1383.492382,1382.895759,2.080000006,0,439.2499945,70.11568703,-0.762499812,24,0,0
2007-10-23 08:49:48,1383.492382,1382.895759,2.080000006,0,442.9999944,70.1156851,-0.414999604,20.25,0,0
2007-10-23 08:49:52,1383.492382,1382.5,2.080000006,0,415.9999869,70.39100908,-0.339999823,9,0,0
2007-10-23 08:49:56,1383.492382,1383.027679,2.080000006,0,428.8333251,69.89474864,-0.168332933,1.5,0,0
2007-10-23 08:50:00,1383.492382,1382.5,2.080000006,0,425.0000032,69.57524044,0.129999892,0,0,0
2007-10-23 08:50:04,1383.492382,1382.895759,2.080000006,0,423.5000005,69.58288426,0.370000007,0,0,0
2007-10-23 08:50:08,1383.492382,1382.895759,2.080000006,0,420.0000045,69.62367379,0.479999551,0,0,0
2007-10-23 08:50:12,1383.492382,1382.895759,2.080000006,0,419.7499869,69.46816702,0.489999386,0,0,0
2007-10-23 08:50:16,1383.492382,1383.291518,2.290000043,0,417.4999966,68.79515456,0.484999807,0,0,0
2007-10-23 08:50:20,1383.492382,1382.895759,2.50000008,0,415.7500055,68.17567688,0.480000228,0,0,0
2007-10-23 08:50:24,1383.492382,1382.895759,2.507500065,0,411.7499897,68.11959211,0.482500018,0,0,0
2007-10-23 08:50:28,1383.492382,1382.5,2.53000002,0,393.0000074,67.97428663,0.489999386,0,0,0
2007-10-23 08:50:32,1383.492382,1383.027679,2.538333252,0,397.0000089,67.8264233,0.481666754,0,0,0
2007-10-23 08:50:36,1383.492382,1382.5,2.539999898,0,405.0000222,67.61737974,0.480000228,0,0,0
2007-10-23 08:50:40,1383.492382,1382.895759,2.539999898,0,392.2500146,67.52560893,0.480000228,0,0,0
2007-10-23 08:50:44,1383.492382,1382.895759,2.510000035,0,396.2500012,67.67091646,0.480000228,0,0,0
2007-10-23 08:50:48,1383.492382,1382.895759,2.372500031,0,401.2499965,68.07370659,0.480000228,0,0,0
2007-10-23 08:50:52,1383.492382,1383.291518,2.265000042,0,419.0000062,68.30059145,0.484999807,0,0,0
2007-10-23 08:50:56,1383.492382,1382.895759,2.20000007,0,434.3333511,68.26659901,0.51999957,4,0,0
2007-10-23 08:51:00,1383.492382,1383.291518,2.20000007,0,429.3333559,67.82812465,0.610000121,16,0,0
2007-10-23 08:51:04,1383.492382,1382.5,2.20000007,0,426.0000257,67.53580841,0.670000488,24,0,0
2007-10-23 08:51:08,1383.492382,1383.027679,2.20000007,0,422.6666622,67.3998416,1.346666403,24.16666667,0,0
2007-10-23 08:51:12,1383.492382,1382.5,2.20000007,0,438.0000129,67.41343962,1.330000463,25,0,0
2007-10-23 08:51:16,1383.492382,1382.895759,2.20000007,0,438.7499937,67.3981404,1.405000245,22,0,0
2007-10-23 08:51:20,1383.492382,1382.895759,2.20000007,0,438.2500065,67.37774757,1.190000057,21,0,0
2007-10-23 08:51:24,1383.492382,1383.291518,2.20000007,0,424.6666761,67.38284663,0.996666745,22.33333333,0,0
2007-10-23 08:51:28,1383.492382,1383.291518,2.20000007,0,411.3333394,67.39304338,0.883333471,23.66666667,0,0
2007-10-23 08:51:32,1383.492382,1382.895759,2.20000007,0,401.2500051,67.40069027,0.847500107,24.75,0,0
2007-10-23 08:51:36,1383.492382,1382.895759,2.20000007,0,416.2500133,67.41088759,1.042499946,24,0,0
2007-10-23 08:51:40,1383.492382,1382.5,2.20000007,0,432.0000159,67.46442839,0.930000273,24,0,0
2007-10-23 08:51:44,1383.492382,1383.027679,2.20000007,0,411.3333314,67.50351694,1.31833365,24.16666667,0,0
2007-10-23 08:51:48,1383.492382,1382.5,2.20000007,0,411.9999866,67.41343962,1.33999962,25,0,0
2007-10-23 08:51:52,1383.492382,1382.895759,2.20000007,0,406.7500133,67.29872033,1.362499758,25,0,0
2007-10-23 08:51:56,1383.492382,1382.895759,2.20000007,0,425.2500175,67.22988825,1.317500161,56.5,0,0
2007-10-23 08:52:00,1383.492382,1382.895759,2.20000007,0,427.5000233,67.28087509,1.704999709,66.25,0,0
2007-10-23 08:52:04,1383.492382,1383.291518,2.20000007,0,436.5000033,67.31146548,2.189999855,67.5,0,0
2007-10-23 08:52:08,1383.492382,1382.895759,2.20000007,0,437.249984,67.32676073,2.267500104,72.75,0,0
2007-10-23 08:52:12,1383.492382,1382.895759,2.20000007,0,406.9999931,67.34460947,1.352499923,85.25,0,0
2007-10-23 08:52:16,1383.492382,1382.5,2.20000007,0,403.9999928,67.35225908,1.060000165,89,0,0
2007-10-23 08:52:20,1383.492382,1383.027679,2.20000007,0,417.6666738,67.33016051,1.234999655,57.33333333,0,0
2007-10-23 08:52:24,1383.492382,1382.5,2.20000007,0,434.0000126,67.3420596,1.309999437,11,0,0
2007-10-23 08:52:28,1383.492382,1382.895759,2.20000007,0,443.7499889,67.32676073,0.259999446,2.75,0,0
2007-10-23 08:52:32,1383.492382,1382.895759,2.20000007,0,437.2500047,67.29107457,-0.217499977,0,0,0
2007-10-23 08:52:36,1383.492382,1382.895759,2.20000007,0,421.999991,67.22734439,-0.102499837,0,0,0
2007-10-23 08:52:40,1383.492382,1383.291518,2.20000007,0,417.4999966,67.18400489,-0.034999763,0,0,0
2007-10-23 08:52:44,1383.492382,1382.895759,2.20000007,0,417.5000086,67.16615784,-0.024999589,0,0,0
2007-10-23 08:52:48,1383.492382,1382.895759,2.20000007,0,421.0000045,67.22479043,-0.037499552,0,0,0
2007-10-23 08:52:52,1383.492382,1382.5,2.20000007,0,426.9999999,67.33186012,-0.030000184,0,0,0
2007-10-23 08:52:56,1383.492382,1383.027679,2.20000007,0,422.0000024,67.19080325,-0.040000019,0,0,0
2007-10-23 08:53:00,1383.492382,1382.5,2.20000007,0,421.0000029,66.9749614,-0.010000513,0,0,0
2007-10-23 08:53:04,1383.492382,1382.895759,2.20000007,0,424.75002,66.95966797,-0.002500129,0,0,0
2007-10-23 08:53:08,1383.492382,1382.895759,2.20000007,0,416.2500133,66.93927128,0.022500138,0,0,0
2007-10-23 08:53:12,1383.492382,1382.895759,2.20000007,0,401.0000029,66.97241323,-0.02249946,0,0,0
2007-10-23 08:53:16,1383.492382,1383.291518,2.20000007,0,406.4999939,67.0616361,-0.054999433,0,0,0
2007-10-23 08:53:20,1383.492382,1382.895759,2.20000007,0,410.4999908,67.1610564,-0.057499562,0,0,0
2007-10-23 08:53:24,1383.492382,1382.895759,2.20000007,0,400.7500025,67.22224273,-0.024999589,0,0,0
2007-10-23 08:53:28,1383.492382,1382.5,2.20000007,0,421.0000029,67.19930002,-0.039999341,0,0,0
2007-10-23 08:53:32,1383.492382,1383.027679,2.20000007,0,410.833342,67.20609831,-0.021666197,0,0,0
2007-10-23 08:53:36,1383.492382,1382.5,2.20000007,0,399.9999994,67.24008977,0.069999525,0,0,0
2007-10-23 08:53:40,1383.492382,1382.895759,2.20000007,0,407.4999923,67.20949746,0.242500243,0,0,0
2007-10-23 08:53:44,1383.492382,1382.895759,2.20000007,0,411.4999875,67.13046613,0.390000016,0,0,0
2007-10-23 08:53:48,1383.492382,1382.895759,2.20000007,0,396.2500047,67.0539865,0.419999861,0,0,0
2007-10-23 08:53:52,1383.492382,1383.291518,2.20000007,0,395.0000042,67.03614149,0.429999696,0,0,0
2007-10-23 08:53:56,1383.492382,1382.895759,2.20000007,0,399.2499981,67.03869136,0.439999531,0,0,0
2007-10-23 08:54:00,1383.492382,1382.895759,2.20000007,0,400.9999978,67.02849607,0.439999531,0,0,0
2007-10-23 08:54:04,1383.492382,1382.5,2.20000007,0,403.9999928,66.9749614,0.439999531,0,0,0
2007-10-23 08:54:08,1383.492382,1383.027679,2.20000007,0,401.8333452,66.96306602,0.44666654,0,0,0
2007-10-23 08:54:12,1383.492382,1382.5,2.20000007,0,395.0000041,67.02595017,0.439999531,0,0,0
2007-10-23 08:54:16,1383.492382,1382.895759,2.20000007,0,410.7499912,67.04124326,0.439999531,0,0,0
2007-10-23 08:54:20,1383.492382,1382.895759,2.267499935,0,409.9999916,66.62570571,0.439999531,0,0,0
2007-10-23 08:54:24,1383.492382,1383.291518,2.483333209,0,405.6666694,66.14558862,0.44666654,0,0,0
2007-10-23 08:54:28,1383.492382,1383.291518,2.676666529,0,403.3333456,65.80568328,0.453333549,0,0,0
2007-10-23 08:54:32,1383.492382,1382.895759,2.929999881,0,401.7500147,65.50656746,0.462500348,0,0,0
2007-10-23 08:54:36,1383.492382,1382.895759,3.149999949,0,405.499992,65.97308982,0.464999798,0,0,0
2007-10-23 08:54:40,1383.492382,1382.5,3.269999861,0,409.9999899,67.00555122,0.450000045,0,0,0
2007-10-23 08:54:44,1383.492382,1383.027679,4.42000005,0,408.9999915,66.00283267,0.453333775,0,0,0
2007-10-23 08:54:48,1383.492382,1382.5,5.969999642,0,411.9999866,64.86414889,0.430000374,0,0,0
2007-10-23 08:54:52,1383.492382,1383.291518,7.506666418,0,414.6666512,65.10208168,0.440000435,0,0,0
2007-10-23 08:54:56,1383.492382,1382.895759,9.811666582,0,418.6666481,65.45898086,0.455000528,0,0,0
2007-10-23 08:55:00,1383.492382,1382.895759,12.6724999,0,411.7500068,65.35615827,0.460000558,0,0,0
2007-10-23 08:55:04,1383.492382,1383.291518,14.04500006,0,405.0000188,64.98141409,0.480000229,0,0,0
2007-10-23 08:55:08,1383.492382,1382.895759,16.08500025,0,404.7500132,64.80806413,0.507499945,0,0,0
2007-10-23 08:55:12,1383.492382,1382.895759,21.24750041,0,415.7499934,65.04004964,0.519999909,0,0,0
2007-10-23 08:55:16,1383.492382,1382.5,24.45000078,0,415.0000127,64.58882513,0.489999386,0,0,0
2007-10-23 08:55:20,1383.492382,1383.291518,26.98500059,0,418.4999949,64.4052758,0.469999715,0,0,0
2007-10-23 08:55:24,1383.492382,1382.5,29.5200004,0,421.9999771,64.22172647,0.450000045,0,0,0
2007-10-23 08:55:28,1383.492382,1382.895759,29.73749981,0,425.7499942,64.84120529,0.45750043,0,0,0
2007-10-23 08:55:32,1383.492382,1382.895759,29.80999961,0,425.5000024,65.65952437,0.467499926,0,0,0
2007-10-23 08:55:36,1383.492382,1382.895759,29.80999961,0,415.2499908,65.68756862,0.469999715,0,0,0
2007-10-23 08:55:40,1383.492382,1383.291518,30.38999942,0,416.4999948,65.47088131,0.469999715,0,0,0
2007-10-23 08:55:44,1383.492382,1382.895759,31.35999913,0,421.7499957,65.14712227,0.477499761,0,0,0
2007-10-23 08:55:48,1383.492382,1382.895759,33.01499943,0,423.2499811,64.5250937,0.494999982,0,0,0
2007-10-23 08:55:52,1383.492382,1382.5,34.47000116,0,421.0000029,64.15034691,0.480000228,0,0,0
2007-10-23 08:55:56,1383.492382,1383.027679,36.62000088,0,421.9999944,63.86312693,0.48833286,0,0,0
2007-10-23 08:56:00,1383.492382,1382.5,41.09000022,0,471.0000036,63.36516491,0.489999386,0,0,0
2007-10-23 08:56:04,1383.492382,1382.895759,43.34749883,0,501.0000114,64.27526353,0.474999633,0,0,0
2007-10-23 08:56:08,1383.492382,1382.895759,44.13750065,0,534.2500094,65.42754373,0.469999715,0,0,0
2007-10-23 08:56:12,1383.492382,1382.895759,43.4449997,0,535.2499957,65.64933078,0.469999715,0,0,0
2007-10-23 08:56:16,1383.492382,1383.291518,43.03499989,0,544.4999918,65.85327487,0.465000137,0,0,0
2007-10-23 08:56:20,1383.492382,1382.895759,42.86000064,0,554.2499888,65.93230427,0.455000302,6.25,0,0
2007-10-23 08:56:24,1383.492382,1382.895759,42.84500029,0,549.4999905,65.51167106,0.589999772,25,0,0
2007-10-23 08:56:28,1383.492382,1382.5,42.79999924,0,551.0000242,65.55755646,1.040000495,25,0,0
2007-10-23 08:56:32,1383.492382,1383.027679,42.75666547,0,552.8333345,65.98413786,1.703333748,24.16666667,0,0
2007-10-23 08:56:36,1383.492382,1382.5,42.70000076,0,550.0000017,66.1999748,1.540000393,24,0,0
2007-10-23 08:56:40,1383.492382,1382.895759,42.60249989,0,534.2499991,66.161739,1.352499923,24,0,0
2007-10-23 08:56:44,1383.492382,1382.895759,42.44999968,0,519.2499858,66.13369452,0.877499951,24.75,0,0
2007-10-23 08:56:48,1383.492382,1382.895759,42.38750067,0,522.7499938,66.17448597,0.679999985,25,0,0
2007-10-23 08:56:52,1383.492382,1383.291518,42.34000011,0,525.5000092,66.16428865,0.629999791,24.5,0,0
2007-10-23 08:56:56,1383.492382,1382.895759,42.27999969,0,523.2500172,66.11584963,0.724999582,24,0,0
2007-10-23 08:57:00,1383.492382,1382.895759,42.19250098,0,508.7500082,65.78444008,1.152499489,24,0,0
2007-10-23 08:57:04,1383.492382,1382.5,42.11000062,0,490.0000104,64.99671308,1.309999437,24,0,0
2007-10-23 08:57:08,1383.492382,1383.027679,42.11000062,0,486.9999958,61.42090669,1.546666498,21.83333333,0,0
2007-10-23 08:57:12,1383.492382,1382.5,42.11000062,0,500.0000009,61.57046592,1.52999988,7,0,0
2007-10-23 08:57:16,1383.492382,1382.895759,42.11000062,0,513.4999891,62.92413977,1.484999605,2.5,0,0
2007-10-23 08:57:20,1383.492382,1382.895759,42.11000062,0,497.7499849,62.91649028,3.405000179,1,0,0
2007-10-23 08:57:24,1383.492382,1382.895759,42.11000062,0,490.9999847,62.37349202,9.060000243,0.25,0,0
2007-10-23 08:57:28,1383.492382,1383.291518,42.11000062,0,492.9999814,62.12621138,18.95000037,0,0,0
2007-10-23 08:57:32,1383.492382,1382.895759,42.11000062,0,494.9999781,61.97325334,31.15750011,0,0,0
2007-10-23 08:57:36,1383.492382,1382.895759,42.11000062,0,496.9999886,61.85853336,44.63249881,0,0,0
2007-10-23 08:57:40,1383.492382,1382.5,42.11000062,0,503.0000201,61.83559066,49.16999881,0,0,0
2007-10-23 08:57:44,1383.492382,1383.027679,42.11000062,0,508.9999977,61.88317764,48.00666701,0.5,0,0
2007-10-23 08:57:48,1383.492382,1382.5,42.11000062,0,534.9999884,61.95795536,42.79000086,3,0,0
2007-10-23 08:57:52,1383.492382,1382.895759,42.11000062,0,528.9999983,61.99619694,32.14000037,0.75,0,0
2007-10-23 08:57:56,1383.492382,1382.895759,42.11000062,0,524.749982,62.03953339,19.00500048,0,0,0
2007-10-23 08:58:00,1383.492382,1382.895759,42.11000062,0,523.9999754,62.0497298,10.51500034,0,0,0
2007-10-23 08:58:04,1383.492382,1383.291518,42.11000062,0,517.9999818,62.09051955,6.490000205,0,0,0
2007-10-23 08:58:08,1383.492382,1382.895759,42.11000062,0,520.9999924,62.17719663,3.425000188,0,0,0
2007-10-23 08:58:12,1383.492382,1382.895759,42.11000062,0,572.749998,62.33015365,0.877500291,0,0,0
2007-10-23 08:58:16,1383.492382,1382.5,42.11000062,0,646.9999772,62.37603871,0.480000228,0,0,0
2007-10-23 08:58:20,1383.492382,1383.248542,42.11000062,0,639.9999852,62.30975866,0.480000228,0,0,0
2007-10-23 08:58:24,1383.492382,1382.5,42.11000062,0,632.9999932,62.24347861,0.480000228,0,0,0
2007-10-23 08:58:28,1383.492382,1382.824131,42.14749993,0,681.7499986,62.35819484,0.487499596,0,0,0
2007-10-23 08:58:32,1383.492382,1382.759459,42.22000126,0,705.4999933,92.6667078,0.489999386,0,0,0
2007-10-23 08:58:36,1383.492382,1382.625602,42.30750187,64.35749853,699.7499813,113.2726227,0.482500018,0,0,0
2007-10-23 08:58:40,1383.492382,1382.785246,42.38500032,194.2949982,687.9999859,122.6412655,0.484999807,0,0,0
2007-10-23 08:58:44,1383.492382,1382.523238,42.47999902,326.3133337,679.3333277,128.8598356,0.48833286,0,0,0
2007-10-23 08:58:48,1383.492382,1382.786465,42.59999984,396.91334,680.3333294,129.925441,0.483333281,0,0,0
2007-10-23 08:58:52,1383.492382,1382.02002,42.68000039,443.9800109,680.9999973,130.6358445,0.480000228,0,0,0
2007-10-23 08:58:56,1383.492382,1382.50429,42.7550005,443.9800109,683.6666608,130.6443376,0.480000228,0,0,0
2007-10-23 08:59:00,1383.492382,1381.939941,42.77000052,443.9800109,696.999978,130.5236752,0.480000228,0,0,0
2007-10-23 08:59:04,1383.492382,1382.363203,42.77000052,443.9800109,696.2499973,130.4166055,0.487499596,0,0,0
2007-10-23 08:59:08,1383.492382,1382.363203,42.77000052,443.9800109,745.4999899,130.3503234,0.489999386,0,0,0
2007-10-23 08:59:12,1383.492382,1382.786465,42.77000052,506.5566807,832.6666486,130.3027361,0.489999386,0,0,0
2007-10-23 08:59:16,1383.492382,1382.786465,42.77000052,569.1333504,903.3333121,130.2653463,0.489999386,0,0,0
2007-10-23 08:59:20,1383.492382,1382.363203,42.77000052,684.6225111,1009.499978,130.2254067,0.487499596,0,0,0
2007-10-23 08:59:24,1383.492382,1382.363203,42.77000052,854.4374836,1232.999993,130.1973643,0.480000228,0,0,0
2007-10-23 08:59:28,1383.492382,1381.939941,42.77000052,887.6699836,1584.000017,130.1361857,0.480000228,0,0,0
2007-10-23 08:59:32,1383.492382,1382.50429,42.77000052,887.9116822,1634.66662,130.1361857,0.480000228,0,0,0
2007-10-23 08:59:36,1383.492382,1381.939941,42.77000052,887.9600219,1572.00003,130.1361857,0.480000228,0,0,0
2007-10-23 08:59:40,1383.492382,1382.363203,42.77000052,887.9600219,1530.750012,130.1514792,0.480000228,0,0,0
2007-10-23 08:59:44,1383.492382,1382.363203,42.77000052,887.9600219,1541.749999,130.2177613,0.487499596,0,0,0
2007-10-23 08:59:48,1383.492382,1382.363203,42.77000052,887.9600219,1565.750005,130.2610988,0.489999386,0,0,0
2007-10-23 08:59:52,1383.492382,1382.786465,42.77000052,887.9600219,1562.500002,130.2126617,0.484999807,0,0,0
2007-10-23 08:59:56,1383.492382,1382.363203,42.77000052,887.9600219,1557.999992,130.138732,0.482500018,0,0,0
2007-10-23 09:00:00,1383.492382,1382.363203,42.77000052,887.9600219,1571.999977,130.0775495,0.489999386,0,0,0
2007-10-23 09:00:04,1383.492382,1381.939941,42.77000052,887.9600219,1577.999971,130.0546067,0.489999386,0,0,0
2007-10-23 09:00:08,1383.492382,1382.50429,42.77000052,887.9600219,1574.500004,130.0614064,0.489999386,0,0,0
2007-10-23 09:00:12,1383.492382,1381.939941,42.77000052,887.9600219,1564.999962,130.0546067,0.489999386,0,0,0
2007-10-23 09:00:16,1383.492382,1382.363203,42.77000052,887.9600219,1550.749993,130.031664,0.489999386,0,0,0
2007-10-23 09:00:20,1383.492382,1382.363203,42.77000052,887.9600219,1571.500013,129.9781253,0.489999386,0,0,0
2007-10-23 09:00:24,1383.492382,1382.363203,42.77000052,887.9600219,1591.249991,129.9245924,0.489999386,0,0,0
2007-10-23 09:00:28,1383.492382,1382.786465,42.77000052,887.9600219,1596.000005,129.8659579,0.489999386,0,0,0
2007-10-23 09:00:32,1383.492382,1382.363203,42.77000052,887.9600219,1594.500018,129.8098712,0.489999386,0,0,0
2007-10-23 09:00:36,1383.492382,1382.363203,42.77000052,887.9600219,1568.499995,129.7588861,0.489999386,0,0,0
2007-10-23 09:00:40,1383.492382,1381.939941,42.77000052,887.9600219,1513.000013,129.6977075,0.489999386,0,0,0
2007-10-23 09:00:44,1383.492382,1382.50429,42.77000052,887.9600219,1534.833319,129.6739105,0.489999386,0,0,0
2007-10-23 09:00:48,1383.492382,1381.939941,42.77000052,887.9600219,1584.000017,129.6365193,0.489999386,0,0,0
2007-10-23 09:00:52,1383.492382,1382.363203,42.77000052,887.9600219,1553.250029,129.6059274,0.489999386,0,0,0
2007-10-23 09:00:56,1383.492382,1382.363203,42.77000052,887.9600219,1518.25004,129.5574939,0.489999386,0,0,0
2007-10-23 09:01:00,1383.492382,1382.363203,42.77000052,887.9600219,1528.000023,129.5523981,0.489999386,0,0,0
2007-10-23 09:01:04,1383.492382,1382.786465,42.77000052,887.9600219,1516.499998,129.5804385,0.489999386,0,0,0
2007-10-23 09:01:08,1383.492382,1382.363203,42.77000052,887.9600219,1504.249981,129.6084789,0.489999386,0,0,0
2007-10-23 09:01:12,1383.492382,1382.363203,42.77000052,888.1450197,1579.749992,129.6186784,0.489999386,0,0,0
2007-10-23 09:01:16,1383.492382,1381.939941,42.77000052,888.7000131,1759.000016,129.626328,0.489999386,0,0,0
2007-10-23 09:01:20,1383.492382,1382.50429,42.77000052,993.9383436,2510.666718,129.5855383,0.489999386,0,0,0
2007-10-23 09:01:24,1383.492382,1381.939941,42.77000052,1287.930053,3788.999936,129.2592293,0.489999386,0,0,0
2007-10-23 09:01:28,1383.492382,1382.363203,42.77000052,1434.262541,4458.749963,128.7315243,0.489999386,0,0,0
2007-10-23 09:01:32,1383.492382,1382.363203,42.77000052,1982.742554,6104.750063,128.310891,0.489999386,0,0,0
2007-10-23 09:01:36,1383.492382,1382.363203,42.77000052,2412.177552,7643.250275,128.106945,0.489999386,0,0,0
2007-10-23 09:01:40,1383.492382,1382.786465,42.77000052,2630.585085,9371.000292,127.8163259,0.484999807,0,0,0
2007-10-23 09:01:44,1383.492382,1382.363203,42.77000052,2808.045106,10957.50027,127.4415819,0.482500018,0,0,0
2007-10-23 09:01:48,1383.492382,1382.363203,42.77000052,2956.415039,11701.00022,127.0005557,0.489999386,0,0,0
2007-10-23 09:01:52,1383.492382,1381.939941,42.77000052,2981.449952,12009.99985,126.8017094,0.489999386,0,0,0
2007-10-23 09:01:56,1383.492382,1382.50429,42.77000052,2981.566732,12405.33333,126.672545,0.489999386,0,0,0
2007-10-23 09:02:00,1383.492382,1381.939941,42.77000052,2981.590088,12766.00037,126.4754005,0.489999386,0,0,0
2007-10-23 09:02:04,1383.492382,1382.363203,42.77000052,2981.927551,12854.49982,126.3912736,0.489999386,0,0,0
2007-10-23 09:02:08,1383.492382,1382.363203,42.77000052,2982.699952,12908.74978,126.3326393,0.482500018,0,0,0
2007-10-23 09:02:12,1383.492382,1382.786465,42.77000052,2982.919923,12947.33327,126.3530347,0.480000228,0,0,0
2007-10-23 09:02:16,1383.492382,1382.786465,42.77000052,2982.919923,12977.66673,126.3836276,0.480000228,0,0,0
2007-10-23 09:02:20,1383.492382,1382.363203,42.77000052,2982.919923,12994.49997,126.4065729,0.482500018,0,0,0
2007-10-23 09:02:24,1383.492382,1382.363203,42.77000052,2982.919923,12942.99965,126.3734327,0.489999386,0,0,0
2007-10-23 09:02:28,1383.492382,1381.939941,42.77000052,2982.919923,12910.00061,126.3428404,0.489999386,0,0,0
2007-10-23 09:02:32,1383.492382,1382.50429,42.77000052,2982.919923,12962.99973,126.3309424,0.489999386,0,0,0
2007-10-23 09:02:36,1383.492382,1381.939941,42.77000052,2982.919923,13008.00018,126.3122501,0.489999386,0,0,0
2007-10-23 09:02:40,1383.492382,1382.786465,42.77000052,2982.723309,12995.66701,126.3258467,0.489999386,0,0,0
2007-10-23 09:02:44,1383.492382,1382.363203,42.77000052,2982.428387,12977.16726,126.3462416,0.489999386,0,0,0
2007-10-23 09:02:48,1383.492382,1382.363203,42.77000052,2982.33008,12960.50072,126.368333,0.482500018,0,0,0
2007-10-23 09:02:52,1383.492382,1382.786465,42.77000052,2982.625002,12975.50049,126.3530358,0.484999807,0,0,0
2007-10-23 09:02:56,1383.492382,1382.363203,42.77000052,2982.919923,12995.75004,126.314796,0.489999386,0,0,0
2007-10-23 09:03:00,1383.492382,1382.363203,42.77000052,2982.919923,12999.49952,126.2536138,0.489999386,0,0,0
2007-10-23 09:03:04,1383.492382,1381.939941,42.77000052,2982.919923,12994.9997,126.2306711,0.489999386,0,0,0
2007-10-23 09:03:08,1383.492382,1382.50429,42.77000052,2982.696656,12987.50001,126.2323709,0.489999386,0,0,0
2007-10-23 09:03:12,1383.492382,1381.939941,42.77000052,2982.179931,12997.99957,126.2408701,0.489999386,0,0,0
2007-10-23 09:03:16,1383.492382,1382.363203,42.77000052,2982.292543,13024.99962,126.2408701,0.489999386,0,0,0
2007-10-23 09:03:20,1383.492382,1382.363203,42.77000052,2982.554933,12968.75,126.2485139,0.489999386,12.75,0,0
2007-10-23 09:03:24,1383.492382,1382.363203,42.77000052,2982.847413,13018.99949,126.2128261,0.549999415,18.5,0,0
2007-10-23 09:03:28,1383.492382,1382.786465,42.77000052,2982.919923,13029.99954,126.1083062,1.854999611,19.5,0,0
2007-10-23 09:03:32,1383.492382,1382.363203,42.77000052,2982.882447,13015.25001,126.0624189,3.594999761,19.75,0,0
2007-10-23 09:03:36,1383.492382,1382.363203,42.77000052,2982.622498,13009.50051,126.2408684,5.049999859,19,0,0
2007-10-23 09:03:40,1383.492382,1381.939941,42.77000052,2982.179931,13008.00018,126.3632312,5.320000496,19,0,0
2007-10-23 09:03:44,1383.492382,1382.50429,42.77000052,2982.623332,13064.33385,126.3037493,5.749999966,19.16666667,0,0
