date,Hole Depth (MD) m,Bit Depth (MD) m,Block Position m,Average Hookload kkgf,Average Standpipe Pressure kPa,Mud Flow In L/min,Average Surface Torque kN.m,Average Rotary Speed rpm,Weight on Bit kkgf,Rate of Penetration m/h
2007-12-1 10:03:12,145.3182281,145.3182281,38.09000012,92.79417528,105.9999917,600.8400269,2.109999817,9,2.151600892,29.2675056
2007-12-1 10:03:16,145.3966675,145.3424516,38.05111069,91.38469845,125.6111149,600.8400269,1.914999677,9,3.561075679,29.2675056
2007-12-1 10:03:20,145.4350052,145.4059058,38.00833323,90.89580004,111.3333405,600.8400269,1.645000133,9,4.049972731,29.2675056
2007-12-1 10:03:24,145.4700013,145.4303783,37.98499973,91.0836018,101.0000016,600.8400269,1.867500253,9,3.862175171,29.9594778
2007-12-1 10:03:28,145.4799958,145.419318,37.94999893,91.38187031,116.5000004,600.8400269,1.845000454,9,3.563908137,32.0353944
2007-12-1 10:03:32,145.5399932,145.500001,37.90999896,91.65209444,133.2499997,600.8400269,1.667500497,9.25,3.291133901,32.0353944
2007-12-1 10:03:36,145.5800019,145.5314354,37.87166792,91.97330229,132.8333288,600.8400269,1.441666759,9.833333334,2.963974924,32.0353944
2007-12-1 10:03:40,145.6133372,145.5551806,37.83222385,92.88424691,139.4444404,600.8400269,1.298889111,9.111111111,2.060393244,32.0353944
2007-12-1 10:03:44,145.649994,145.6042266,37.80000116,94.11470454,139.3333337,600.8400269,1.441666308,9,0.868458234,31.8612012
2007-12-1 10:03:48,145.6800004,145.6473394,37.76000023,94.95087425,160.6666642,600.8400269,1.648333636,9,0.181849415,31.8031368
2007-12-1 10:03:52,145.736669,145.667315,37.70500045,95.99325308,145.2222182,600.8400269,1.83999967,9.722222222,0.01019721,31.8031368
2007-12-1 10:03:56,145.7699967,145.7287854,37.67499867,96.00288332,136.1666682,600.8400269,2.014999462,9.166666667,0.01019721,31.8031368
2007-12-1 10:04:00,145.8050004,145.7567466,37.64749918,95.39955248,140.2499968,600.8400269,3.332500187,9,0.01019721,31.6697106
2007-12-1 10:04:04,145.8200075,145.7312808,37.61000063,94.63476331,141.4999974,600.8400269,3.84000047,9,1.50918006,31.269432
2007-12-1 10:04:08,145.8800049,145.8219497,37.57500166,93.95410135,139.9999998,600.8400269,3.900000499,9,3.112683746,31.269432
2007-12-1 10:04:12,145.899994,145.8331634,37.55333454,93.6201471,135.6666661,600.8400269,3.84000047,9,3.448340134,31.269432
2007-12-1 10:04:16,145.9266663,145.8281851,37.51444468,93.65073732,126.7222211,600.8400269,3.733333753,9,3.423413898,31.269432
2007-12-1 10:04:20,146.0000001,145.8926153,37.45333215,94.29316093,112.4999989,600.8400269,3.338333594,9,2.775327747,31.269432
2007-12-1 10:04:24,146.0199967,145.9190126,37.426665,94.53788792,122.4999986,600.8400269,3.891667303,9,2.537393753,31.269432
2007-12-1 10:04:28,146.0600025,145.9023048,37.39166605,93.41223818,124.3888913,613.4044405,3.271110935,9,3.657382008,31.269432
2007-12-1 10:04:32,146.0850067,145.9694407,37.3650003,92.81797112,125.6666675,636.9033506,2.748332917,9,4.257315171,28.8708084
2007-12-1 10:04:36,146.1050034,145.9899827,37.35249896,93.81134188,119.2499984,658.737489,2.832500288,9,3.265641216,21.6749376
2007-12-1 10:04:40,146.1100006,145.9068456,37.34999845,94.96617218,129.4999963,665.8249821,2.105000239,9.5,2.105713901,21.6749376
2007-12-1 10:04:44,146.1100006,146.0262539,37.34499928,95.74115856,137.2499966,667.2999868,1.622499882,9.75,1.328180262,21.6749376
2007-12-1 10:04:48,146.1300049,146.0495148,37.32500135,95.67997394,126.0000015,667.2999868,2.358333015,9.166666667,1.395311894,21.6749376
2007-12-1 10:04:52,146.150004,146.0573732,37.29833312,95.69357052,139.1666659,667.2999868,1.631110757,9.722222222,1.374350962,21.4580724
2007-12-1 10:04:56,146.1900024,146.1168516,37.26333355,95.58820094,139.8333288,667.2999868,1.811666088,9.166666667,1.478588354,21.2412072
2007-12-1 10:05:00,146.2099991,146.1490403,37.2366664,94.89479095,131.1666648,667.2999868,2.658332818,9.833333334,2.171995615,21.2412072
2007-12-1 10:05:04,146.2499949,146.1584707,37.19944519,93.34878459,129.4444441,667.2999868,2.806666382,9.61111111,3.726496205,21.2412072
2007-12-1 10:05:08,146.284996,146.228208,37.15833473,92.72449268,132.3333382,667.2999868,2.919999581,12.33333333,4.352488678,23.5866432
2007-12-1 10:05:12,146.3249969,146.2561614,37.12749948,92.67180854,129.2499993,667.2999868,2.822500114,13.75,4.397526318,30.6229512
2007-12-1 10:05:16,146.3399963,146.2098168,37.10000028,93.10518906,133.9999976,667.2999868,2.740000286,13.5,3.961597515,30.6229512
2007-12-1 10:05:20,146.369995,146.3086511,37.06750098,93.75780869,138.4999988,667.2999868,3.022500209,13,3.311528321,30.6229512
2007-12-1 10:05:24,146.419998,146.3455398,37.02333251,94.67895272,136.333334,667.2999868,4.026666774,13.16666667,2.396333178,30.6229512
2007-12-1 10:05:28,146.4533334,146.3614673,36.98777894,95.69809986,142.1111103,667.2999868,4.170555891,13.72222222,1.371518228,29.074872
2007-12-1 10:05:32,146.5000001,146.4208977,36.94500043,96.10145749,120.3333338,667.2999868,4.271666692,13,0.978927631,27.5267928
2007-12-1 10:05:36,146.5199967,146.4524766,36.92499864,96.89003539,113.6666689,667.2999868,4.878333761,13,0.203943294,27.5267928
2007-12-1 10:05:40,146.5399932,146.3980308,36.88624952,96.44093372,117.2500018,667.2999868,5.727500224,13.375,0.644970475,27.5267928
2007-12-1 10:05:44,146.5849991,146.5297913,36.84125129,95.57927219,124.2500006,667.2999868,6.657499819,13.875,1.491334828,27.5267928
2007-12-1 10:05:48,146.6450043,146.5546966,36.80749995,94.23197499,117.7499958,667.2999868,5.135000154,14,2.834811132,27.5789136
2007-12-1 10:05:52,146.6600037,146.480784,36.77999883,92.52905077,116.4999935,667.2999868,4.514999859,13.5,4.542835994,27.735276
2007-12-1 10:05:56,146.6900024,146.6000236,36.75499914,91.10909607,112.4999949,667.2999868,4.177499487,13,5.965340108,27.735276
2007-12-1 10:06:00,146.7200011,146.6250814,36.73333481,91.37676921,98.33333422,667.2999868,3.384999718,13,5.691715916,27.735276
2007-12-1 10:06:04,146.7466634,146.6276006,36.69944528,93.87252314,108.6111107,667.2999868,3.89249985,13.08333333,3.202475593,27.735276
2007-12-1 10:06:08,146.7599945,146.5923408,36.67000017,94.78771851,111.0000008,667.2999868,4.01499996,13.5,2.284164396,27.735276
2007-12-1 10:06:12,146.7900009,146.7162324,36.64749964,95.28100651,111.7500022,667.2999868,4.056250044,13.875,1.787052617,27.635454
2007-12-1 10:06:16,146.8333333,146.7101478,36.61055597,94.32204884,125.9444435,667.2999868,4.649444348,13.27777778,2.752100818,27.335988
2007-12-1 10:06:20,146.8600006,146.7783877,36.57666655,92.74828754,127.3333292,667.2999868,4.688333049,13.83333333,4.320197739,27.335988
2007-12-1 10:06:24,146.8899995,146.7975262,36.56250094,91.65464045,131.5000034,667.2999868,4.130000439,14,5.41214373,27.335988
2007-12-1 10:06:28,146.899994,146.725386,36.53499983,91.67758509,137.5000005,667.2999868,3.480000299,14,5.394298726,27.335988
2007-12-1 10:06:32,146.9499971,146.8516362,36.50374842,92.47169044,142.8749955,667.2999868,3.181249882,13.875,4.605293396,27.335988
2007-12-1 10:06:36,146.9499971,146.770344,36.48499876,94.01273599,145.4999977,667.2999868,3.694999808,13.5,3.064247338,26.6645136
2007-12-1 10:06:40,146.9833324,146.8644728,36.45916597,95.65532886,146.9166663,667.2999868,4.182499743,13.08333333,1.421654498,26.6645136
2007-12-1 10:06:44,147.0299989,146.9218123,36.4233334,95.51512094,134.3333303,667.2999868,3.959999849,13.16666667,1.560165732,26.6645136
2007-12-1 10:06:48,147.0500031,146.9456264,36.39666625,94.97806998,111.6666595,667.2999868,4.280000002,13.83333333,2.090418237,26.6645136
2007-12-1 10:06:52,147.0900065,146.9216842,36.36277823,94.1804217,99.88888837,667.2999868,4.247222425,13.27777778,2.887496528,26.6645136
2007-12-1 10:06:56,147.1100006,146.9818979,36.34333352,93.02700863,91.66666466,667.2999868,3.356666964,13.83333333,4.048273573,26.6645136
2007-12-1 10:07:00,147.1349945,147.000555,36.31750103,91.56796747,98.2499967,667.2999868,3.487500345,13.25,5.509016999,26.6645136
2007-12-1 10:07:04,147.149994,146.8620888,36.30000116,90.97908187,106.999997,667.2999868,3.63000054,13.5,6.097903046,26.6645136
2007-12-1 10:07:08,147.1699981,147.0215298,36.2875004,91.3563757,112.9999975,667.2999868,3.635000458,13.75,5.720607975,26.6645136
2007-12-1 10:07:12,147.1799928,147.0301848,36.27833227,93.41790025,112.8333317,667.2999868,3.499999744,13.16666667,3.659081644,26.6645136
2007-12-1 10:07:16,147.1866659,146.9911037,36.26944424,95.05341405,112.1111131,667.2999868,3.013333335,13.88888889,2.023570237,26.6645136
2007-12-1 10:07:20,147.1900024,147.0464672,36.25666551,95.26188924,113.000001,667.2999868,1.796666222,13.83333333,1.815094774,26.6645136
2007-12-1 10:07:24,147.2050018,147.0652766,36.24333438,95.22110221,116.9999944,667.2999868,1.623333032,13.16666667,1.855883615,25.7081274
2007-12-1 10:07:28,147.2200011,147.0212201,36.23055565,95.21203787,129.8333314,667.2999868,2.009999506,13.11111111,1.864947802,22.8389688
2007-12-1 10:07:32,147.2300032,147.0864039,36.22166761,95.21939859,106.999997,667.2999868,2.075000281,13.83333333,1.857583149,22.8389688
2007-12-1 10:07:36,147.2400054,147.0900615,36.21249972,94.93812975,95.00000115,667.2999868,1.897499759,14,2.131206926,22.8389688
2007-12-1 10:07:40,147.2400054,146.9510904,36.20500003,95.07834149,103.0000001,667.2999868,1.829999684,13.5,1.99354527,22.8389688
2007-12-1 10:07:44,147.2599945,147.1113337,36.19750027,95.34856564,106.4999978,667.2999868,1.819999849,13.25,1.728419055,22.8389688
2007-12-1 10:07:48,147.2700042,147.1199961,36.18833215,95.4216453,85.3333325,667.2999868,1.858333116,14,1.653639704,22.8389688
2007-12-1 10:07:52,147.2766673,147.0808434,36.17777772,95.29135019,78.77777889,667.2999868,2.042777309,13.83333333,1.776572157,22.8389688
2007-12-1 10:07:56,147.2899933,147.1414207,36.15999982,95.34856673,81.33333447,667.2999868,2.163333176,13,1.718221732,22.8389688
2007-12-1 10:08:00,147.2949983,147.1500832,36.15999982,95.32817352,82.66666562,667.2999868,2.176667194,13,1.738616152,22.8389688
2007-12-1 10:08:04,147.3066661,147.1106549,36.14944559,95.40634835,101.2777721,667.2999868,1.921111403,13.11111111,1.667802571,22.8389688
2007-12-1 10:08:08,147.3199998,147.175903,36.1333345,95.46582936,99.33333597,667.2999868,1.813333517,13.83333333,1.602653805,22.8389688
2007-12-1 10:08:12,147.3349991,147.1847102,36.12249959,95.5601531,105.5000029,667.2999868,1.522500174,14,1.514278665,22.8389688
2007-12-1 10:08:16,147.3399963,147.0407016,36.11499991,95.5015205,118.999998,667.2999868,1.529999881,13.5,1.575461698,22.8389688
2007-12-1 10:08:20,147.3500062,147.2009927,36.11000073,95.37915567,124.4999959,667.2999868,1.489999862,13,1.695278236,22.8389688
2007-12-1 10:08:24,147.3500062,147.2048027,36.10666729,95.3128743,110.8333349,667.2999868,1.113333976,13,1.755611276,22.8389688
2007-12-1 10:08:28,147.3633321,147.1782029,36.09055596,95.43184036,124.2777777,667.2999868,1.337778113,13.16666667,1.642309622,19.4255136
2007-12-1 10:08:32,147.380005,147.2428145,36.0783347,95.10213484,132.3333371,667.2999868,1.493332914,14,1.964653099,19.4255136
2007-12-1 10:08:36,147.3850022,147.2554317,36.07166669,94.83020954,133.6666682,667.2999868,1.266666365,14,2.236577492,19.4255136
2007-12-1 10:08:40,147.3899994,147.2242918,36.05944547,94.9287805,133.4999997,667.2999868,1.500000374,13.27777778,2.138004939,19.4255136
2007-12-1 10:08:44,147.4000016,147.2875319,36.04333437,95.47602876,114.4999991,667.2999868,1.495000118,13.83333333,1.590757362,19.4255136
2007-12-1 10:08:48,147.4199983,147.3040796,36.03249923,95.52191752,114.4999968,667.2999868,1.869999703,13.25,1.552518089,19.4255136
2007-12-1 10:08:52,147.4299928,147.1990452,36.01999847,94.96617218,120.4999973,667.2999868,2.029999779,13.5,2.110812506,19.4255136
2007-12-1 10:08:56,147.4499971,147.3357226,36.00249861,94.36708734,124.4999994,667.2999868,2.109999818,13.75,2.709895649,19.4255136
2007-12-1 10:09:00,147.4799958,147.3580371,35.97499978,94.11470476,120.000001,667.2999868,2.383332716,13,2.962275691,18.7403994
2007-12-1 10:09:04,147.493332,147.3391907,35.95166699,93.85977779,107.1666632,667.2999868,2.9227772,13,3.217204733,18.512028
2007-12-1 10:09:08,147.5200042,147.4001393,35.93666514,93.6082465,107.4999921,667.2999868,2.983333001,13.16666667,3.468734857,18.512028
2007-12-1 10:09:12,147.5299988,147.4182111,35.92333156,93.84617899,113.4999938,667.2999868,2.796666697,13.83333333,3.230800861,18.512028
2007-12-1 10:09:16,147.5600026,147.4040808,35.89277696,94.1390699,130.1666661,667.2999868,2.756110868,13.16666667,2.930551213,18.512028
2007-12-1 10:09:20,147.5800018,147.4682062,35.87333248,93.94305597,128.9999976,667.2999868,3.268333616,13,3.13222836,18.512028
2007-12-1 10:09:24,147.5950013,147.4818979,35.85499857,94.50474707,117.4999988,667.2999868,3.554999742,13.75,2.572233993,18.58518
2007-12-1 10:09:28,147.6000062,147.3863448,35.84499923,94.51749426,110.5000033,667.2999868,3.395000004,14,2.554389102,18.804636
2007-12-1 10:09:32,147.619995,147.5139903,35.83249987,94.39767919,108.6250068,667.2999868,3.178750431,14,2.67038197,18.804636
2007-12-1 10:09:36,147.619995,147.4217016,35.80999935,94.61946817,113.5000053,667.2999868,3.175000239,14,2.452417455,18.804636
2007-12-1 10:09:40,147.6599935,147.5232419,35.78166537,94.8081158,116.583335,667.2999868,3.195833285,14,2.26631909,18.804636
2007-12-1 10:09:44,147.6900024,147.578712,35.75499849,94.47500619,104.4999936,667.2999868,3.394999553,14,2.591778646,18.804636
2007-12-1 10:09:48,147.7099991,147.6061763,35.73499935,94.10111331,98.50000114,667.2999868,3.694999582,14,2.965674534,18.804636
2007-12-1 10:09:52,147.7433319,147.5844744,35.70999936,94.24613811,117.611115,667.2999868,3.930000268,13.27777778,2.821781477,18.804636
2007-12-1 10:09:56,147.7600021,147.6456877,35.68500001,94.13680068,109.83334,667.2999868,3.500000422,13.83333333,2.938482201,18.5911998
2007-12-1 10:10:00,147.7700042,147.5366112,35.66999999,93.97449622,107.7500052,667.2999868,3.432500234,14,3.102486536,17.9508912
2007-12-1 10:10:04,147.7700042,147.5591664,35.65499971,93.78712419,108.8750022,667.2999868,3.496249947,14,3.289859421,17.9508912
2007-12-1 10:10:08,147.8200072,147.6996452,35.63499934,93.59465253,106.2499991,667.2999868,3.582499797,13.75,3.48233091,17.9508912
2007-12-1 10:10:12,147.8399963,147.7166502,35.61833268,93.65923157,96.49999869,667.2999868,3.691666756,13,3.417748957,17.9508912
2007-12-1 10:10:16,147.8466696,147.6936034,35.6077782,94.10564201,106.4999961,667.2999868,3.83055524,13.16666667,2.969640317,17.9508912
2007-12-1 10:10:20,147.869995,147.7549667,35.58333325,94.59567506,122,667.2999868,3.60000013,14,2.4728118,17.9508912
2007-12-1 10:10:24,147.8849944,147.7768241,35.5566661,94.33734362,110.0000059,667.2999868,3.399999809,14,2.737938052,17.9508912
2007-12-1 10:10:28,147.8999938,147.6754476,35.53874979,94.42954355,115.2500041,667.2999868,3.323749908,14,2.647438191,17.5700436
2007-12-1 10:10:32,147.9199981,147.8189264,35.52375043,94.63858726,126.2499999,667.2999868,3.288750145,14,2.438396292,17.189196
2007-12-1 10:10:36,147.9550018,147.8406314,35.49750132,93.79604845,128.9999988,667.2999868,3.624999606,13.25,3.273289011,17.189196
2007-12-1 10:10:40,147.9700011,147.7322928,35.48000138,93.58955654,128.9999988,667.2999868,3.845000049,13.5,3.48233091,17.189196
2007-12-1 10:10:44,147.9900055,147.8709028,35.46500111,93.8240909,124.2499989,667.2999868,3.735000505,14,3.250345515,17.189196
2007-12-1 10:10:48,148.0099946,147.8877553,35.44833378,94.30505488,108,667.2999868,3.193333383,13.83333333,2.763431002,17.189196
2007-12-1 10:10:52,148.0166677,147.8642646,35.4344437,94.57754419,101.5000035,667.2999868,3.657778237,13.27777778,2.49830475,17.189196
2007-12-1 10:10:56,148.0599976,147.9328736,35.39666805,94.77752304,114.1666663,667.2999868,3.768333515,14,2.299460136,17.189196
2007-12-1 10:11:00,148.0699998,147.948667,35.38333447,94.55318411,126.8333283,667.2999868,3.60166643,14,2.523797548,17.189196
2007-12-1 10:11:04,148.0866648,147.9216313,35.36222273,94.43251834,127.2777762,667.2999868,3.804443994,13.88888889,2.644464105,16.8062148
2007-12-1 10:11:08,148.0999985,147.9824116,35.35166544,94.76222934,114.8333353,667.2999868,3.188332901,13.16666667,2.314755876,16.4232336
2007-12-1 10:11:12,148.125,148.0041165,35.32749935,94.25491769,104.4999994,667.2999868,3.4049995,13,2.822064733,16.4232336
2007-12-1 10:11:16,148.1399994,147.8849976,35.30999949,94.15549557,101.4999974,667.2999868,3.414999675,13,2.916388472,16.4232336
2007-12-1 10:11:20,148.1600037,148.0307303,35.29749972,94.44101689,101.249997,667.2999868,3.350000067,13,2.628318535,16.4232336
2007-12-1 10:11:24,148.1699981,148.0422807,35.2850005,94.76222662,107.9999988,667.2999868,3.661667249,13.16666667,2.313056114,16.4232336
2007-12-1 10:11:28,148.1899972,148.0201725,35.25999911,93.6864292,132.5000005,667.2999868,4.345555908,13.72222222,3.383191922,16.4232336
2007-12-1 10:11:32,148.2100068,148.0792014,35.23833455,93.64563749,125.9999992,667.2999868,4.316667195,13,3.431344935,16.4232336
2007-12-1 10:11:36,148.2200013,148.0957491,35.23166654,94.44101503,114.0000004,667.2999868,4.10333376,13,2.635966481,16.4232336
2007-12-1 10:11:40,148.2366689,148.0660208,35.21833395,94.60020396,112.4999989,667.2999868,4.310000487,13,2.469412831,16.00962
2007-12-1 10:11:44,148.2550048,148.1332793,35.19499895,94.34244344,127.4999962,667.2999868,4.320000246,13,2.732839447,15.5960064
2007-12-1 10:11:48,148.2750016,148.1437631,35.18249997,94.25236793,132.5000035,667.2999868,4.257499525,13,2.816966128,15.5960064
2007-12-1 10:11:52,148.2799989,148.0232244,35.17000012,93.77820174,137.000003,667.2999868,4.204999542,13.5,3.293683431,15.5960064
2007-12-1 10:11:56,148.3000029,148.1690051,35.15499969,93.29638799,142.7499996,667.2999868,4.282499791,13.75,3.78059783,15.5960064
2007-12-1 10:12:00,148.3200072,148.1835792,35.13666603,93.33972595,148.9999982,667.2999868,4.738333129,13,3.737259801,15.5960064
2007-12-1 10:12:04,148.3333333,148.154215,35.12055492,93.86148022,149.4999961,667.2999868,5.124444169,13.16666667,3.215504971,15.5960064
2007-12-1 10:12:08,148.350006,148.212447,35.10666726,94.40192928,125.1666632,667.2999868,4.528333424,14,2.673355798,15.5960064
2007-12-1 10:12:12,148.3600006,148.2251848,35.09333347,94.2659692,101.8333336,667.2999868,4.361667244,14,2.802520156,15.5960064
2007-12-1 10:12:16,148.3833313,148.1930315,35.07111079,94.19855305,95.83333273,667.2999868,4.222777554,13.88888889,2.87673263,15.5960064
2007-12-1 10:12:20,148.3949966,148.2546621,35.05333269,94.03483048,99.99999699,667.2999868,4.273333671,13.16666667,3.042153307,15.5960064
2007-12-1 10:12:24,148.4049988,148.2646963,35.04250053,93.88272168,100.2500004,667.2999868,4.035000648,13.75,3.1942612,15.5960064
2007-12-1 10:12:28,148.4100037,148.1271612,35.03000076,93.3703138,105.5000012,667.2999868,3.950000692,14,3.706668397,15.5960064
2007-12-1 10:12:32,148.4299928,148.284292,35.02000057,93.00831499,110.2500012,667.2999868,3.970000702,14,4.068667541,14.7600162
2007-12-1 10:12:36,148.4400024,148.2926496,35.01666713,93.4060063,107.8333364,667.2999868,3.981667176,13.83333333,3.670978616,14.4813528
2007-12-1 10:12:40,148.4466653,148.2556011,35.0022222,93.70342289,110.4444492,667.2999868,3.728888478,13.11111111,3.373561122,14.4813528
2007-12-1 10:12:44,148.4600068,148.315301,34.99666651,93.89886518,120.1666633,667.2999868,3.506666301,13.16666667,3.178115503,14.4813528
2007-12-1 10:12:48,148.4700014,148.3271244,34.98333293,93.87167745,92.83333573,667.2999868,3.613333018,13.83333333,3.205308063,14.4813528
2007-12-1 10:12:52,148.486669,148.2853965,34.97055624,93.12218557,98.94444409,667.2999868,3.544999793,14,3.9547994,14.4813528
2007-12-1 10:12:56,148.4950027,148.345356,34.96166617,92.7380907,114.8333272,667.2999868,4.030000052,14,4.338892322,14.4813528
2007-12-1 10:13:00,148.5049973,148.3524869,34.9525004,92.77378257,135.9999943,667.2999868,4.1875,13.25,4.303202465,14.4813528
2007-12-1 10:13:04,148.5099946,148.1986368,34.94000063,92.90124508,143,667.2999868,4.11000009,13,4.170639414,14.4813528
2007-12-1 10:13:08,148.5200042,148.3609969,34.93000045,93.08479237,141.2500055,667.2999868,3.930000343,13,3.984541238,14.4813528
2007-12-1 10:13:12,148.5299989,148.3667563,34.92833339,93.3856115,134.0000045,667.2999868,3.655000694,13,3.689673425,14.4813528
2007-12-1 10:13:16,148.5366618,148.3170959,34.91777672,93.58955361,137.3333323,667.2999868,3.68000047,13,3.478365379,14.4813528
2007-12-1 10:13:20,148.5500029,148.3785871,34.90000142,93.72381829,128.666673,667.2999868,3.831666709,13.16666667,3.34466933,14.4813528
2007-12-1 10:13:24,148.5550003,148.3840416,34.90000142,93.60824658,111.3333405,667.2999868,3.518333566,13.83333333,3.467035246,14.4813528
2007-12-1 10:13:28,148.5599976,148.2094572,34.90000142,93.52964345,104.7500032,667.2999868,3.481250364,13.625,3.547337784,14.4813528
2007-12-1 10:13:32,148.5599976,148.3854132,34.90000142,93.46336317,101.7499979,667.2999868,3.536250475,13.125,3.613619195,14.4813528
2007-12-1 10:13:36,148.5650025,148.3907228,34.89249992,93.50032811,121.9999982,667.2999868,3.437499813,13,3.569006628,10.8610146
2007-12-1 10:13:40,148.5700073,148.2126576,34.88999941,93.35501866,119.9999998,667.2999868,3.729999571,13,3.716865607,0
2007-12-1 10:13:44,148.5700073,148.3920945,34.88999941,93.19696384,105.7499999,667.2999868,4.114999669,13.25,3.877470986,0
2007-12-1 10:13:48,148.5700073,148.3925516,34.88999941,93.17487294,94.99999828,667.2999868,4.221666612,13.83333333,3.893616417,0
2007-12-1 10:13:52,148.5700073,148.3342126,34.88999941,93.02219805,118.3333355,670.2541545,3.942221913,13.11111111,4.052805579,0
2007-12-1 10:13:56,148.5700073,148.2175344,34.88999941,93.04400875,130.0000007,685.024993,3.76999959,13,4.027879154,0
2007-12-1 10:14:00,148.5700073,148.3940757,34.88999941,93.08607224,137.4999988,698.3187477,3.649999532,13,3.981991878,0
2007-12-1 10:14:04,148.5700073,148.336143,34.88888848,93.08876196,134.2777801,753.8866822,3.705555679,13.11111111,3.986523752,0
2007-12-1 10:14:08,148.5700073,148.3952949,34.88166745,93.22925375,123.3333381,776.1050215,3.2766667,13.83333333,3.847728971,0
2007-12-1 10:14:12,148.5700073,148.3959045,34.88000106,93.24030107,127.7499966,778.9600221,3.147499844,13.25,3.829034238,0
2007-12-1 10:14:16,148.5700073,148.2224112,34.88000106,93.2326535,144.9999967,778.9600221,3.234999928,13.5,3.834132843,0
2007-12-1 10:14:20,148.580002,148.4015114,34.88000106,93.22755581,155.749999,778.9600221,3.294999957,14,3.841780751,0
2007-12-1 10:14:24,148.580002,148.402121,34.88000106,93.20036476,144.1666642,778.9600221,3.189999653,13.83333333,3.876621143,0
2007-12-1 10:14:28,148.580002,148.3434369,34.88000106,93.15730516,144.2222241,778.9600221,3.229999672,13.27777778,3.919675777,0
2007-12-1 10:14:32,148.580002,148.4031878,34.88000106,93.20206097,119.8333375,778.9600221,3.369999852,13.83333333,3.874921683,0
2007-12-1 10:14:36,148.580002,148.4034926,34.88000106,93.24284799,119.1666742,778.9600221,3.130000189,13.16666667,3.834132843,0
2007-12-1 10:14:40,148.580002,148.3458753,34.88000106,93.11028459,105.9444468,778.9600221,3.558332907,13.11111111,2.360642842,0
2007-12-1 10:14:44,148.580002,148.4050166,34.88000106,93.14597752,120.8333324,778.9600221,3.21499958,13.83333333,2.003742178,0
2007-12-1 10:14:48,148.580002,148.4054738,34.88000106,93.22245822,130.2500029,778.9600221,3.267499563,14,1.927263518,0
2007-12-1 10:14:52,148.580002,148.2323172,34.87500005,93.22245811,135.0000028,778.9600221,3.339999894,13.5,1.927263632,0
2007-12-1 10:14:56,148.5899963,148.4116902,34.86999904,93.19696361,135.5000003,778.9600221,3.34500015,13.25,1.952756544,0
2007-12-1 10:15:00,148.5899963,148.4121474,34.86999904,93.1867644,132.3333302,778.9600221,3.213333279,13.83333333,1.962953489,0
2007-12-1 10:15:04,148.5899963,148.3538804,34.86999904,93.24115304,149.2777738,778.9600221,2.807778077,13.11111111,1.908568847,0
2007-12-1 10:15:08,148.5899963,148.4136714,34.86999904,93.40770327,145.1666626,778.9600221,2.643333856,13.16666667,1.742015222,0
2007-12-1 10:15:12,148.5899963,148.4141286,34.86999904,93.41450292,153.8333265,778.9600221,2.816667046,13.83333333,1.735217082,0
2007-12-1 10:15:16,148.5899963,148.3564204,34.86999904,93.24681755,160.0555535,778.9600221,3.241111052,13.16666667,1.902903832,0
2007-12-1 10:15:20,148.5899963,148.415805,34.86999904,93.27004615,149.6666696,778.9600221,3.408333118,13,1.87967703,0
2007-12-1 10:15:24,148.5899963,148.4164146,34.86250028,93.32187852,149.2500027,778.9600221,3.212499791,13,1.827841287,0
2007-12-1 10:15:28,148.5899963,148.24329,34.86000069,93.42129872,139.5000005,778.9600221,3.189999653,13.5,1.728418942,0
2007-12-1 10:15:32,148.5899963,148.4168717,34.86000069,93.51307327,132.4999982,778.9600221,3.264999773,13.75,1.636644505,0
2007-12-1 10:15:36,148.600006,148.422791,34.86000069,93.54366728,139.8333311,778.9600221,3.265000564,13.16666667,1.606052951,0
2007-12-1 10:15:40,148.600006,148.3646337,34.86000069,93.64223766,127.2777793,778.9600221,2.930000471,13.88888889,1.507480399,0
2007-12-1 10:15:44,148.600006,148.424315,34.86000069,93.80879337,129.6666633,778.9600221,2.833333438,14,1.340926774,0
2007-12-1 10:15:48,148.600006,148.4252294,34.86000069,93.78839986,124.3333341,778.9600221,2.846666552,14,1.361321194,0
2007-12-1 10:15:52,148.600006,148.3678849,34.86000069,93.31083476,101.7222212,778.9600221,2.637777865,13.16666667,1.838888264,0
2007-12-1 10:15:56,148.600006,148.4270582,34.86000069,93.2377546,115.666669,778.9600221,2.623333959,13,1.911967816,0
2007-12-1 10:16:00,148.600006,148.4276678,34.86000069,93.54111967,129.7500054,778.9600221,2.360000106,13,1.608602178,0
2007-12-1 10:16:04,148.600006,148.2574632,34.85499953,93.72211709,135.5000037,778.9600221,2.260000058,13.5,1.427602606,0
2007-12-1 10:16:08,148.6100007,148.4347988,34.84999837,93.80624214,140.250002,778.9600221,2.300000078,13.75,1.343476077,10.8610146
2007-12-1 10:16:12,148.6100007,148.4355607,34.84999837,93.7629054,142.8333365,778.9600221,2.536666461,13,1.386813993,14.4813528
2007-12-1 10:16:16,148.6100007,148.3788365,34.84833198,93.59465073,125.9444447,778.9600221,2.877222696,13,1.555067203,14.4813528
2007-12-1 10:16:20,148.6199951,148.4426916,34.84000002,93.82918916,129.4999997,778.9600221,2.655000444,13,1.32053243,3.6203382
2007-12-1 10:16:24,148.6199951,148.4433012,34.84000002,93.84958267,131.5000034,778.9600221,2.234999679,13,1.300138312,0
