date,Hole depth (MD) m,Bit Depth (MD) m,Block Position m,RPM30s rpm,Average Hookload kkgf,Average Standpipe Pressure kPa,Mud Flow In L/min,Averaged WOB kkgf,Average Surface Torque kN.m,Rate of Penetration  m/h
2009-7-3 18:04:32,719.829396,719.829396,44.8818,104,93.93671187,13981.25779,3447.223292,9.779078638,1.125328897,39.256716
2009-7-3 18:04:36,719.877402,719.877402,44.83227,104,93.67022635,14117.08451,3447.223292,8.70072886,0.637234436,39.114222
2009-7-3 18:04:40,719.897976,719.897976,44.811696,104,93.65321663,14038.07059,3447.223292,8.652292203,0.393187205,39.057072
2009-7-3 18:04:44,719.942172,719.942172,44.769024,104,93.69857587,14062.61593,3447.223292,9.43237497,0.338954487,38.894004
2009-7-3 18:04:48,719.976462,719.976462,44.73321,104,93.75187298,13796.61619,3447.223292,11.45141309,0.359291757,38.608254
2009-7-3 18:04:52,720.007704,720.007704,44.701968,104,93.85279728,13743.11287,3447.223292,13.28690198,0.366070846,38.05428
2009-7-3 18:04:56,720.048852,720.048852,44.66082,104,94.01155461,14054.44564,3447.223292,14.9711334,0.325396308,37.430964
2009-7-3 18:05:00,720.09,720.09,44.619672,104,94.13402455,14085.64441,3447.223292,15.72402408,0.298279949,36.771072
2009-7-3 18:05:04,720.123528,720.123528,44.586144,104,94.13289057,13913.8443,3447.223292,14.94394083,0.294890404,36.330636
2009-7-3 18:05:08,720.155532,720.155532,44.55414,104,94.06825365,14009.04366,3447.223292,12.98608612,0.325396308,36.140136
2009-7-3 18:05:12,720.205824,720.205824,44.503848,104,93.92423808,14265.39073,3447.223292,11.86184878,0.325396308,35.934396
2009-7-3 18:05:16,720.224112,720.224112,44.48556,104,93.89362059,14265.39073,3447.223292,11.05882212,0.325396308,35.7378
2009-7-3 18:05:20,720.26526,720.26526,44.44746,104,93.85279728,13958.09141,3447.223292,10.14617613,0.352512667,35.198304
2009-7-3 18:05:24,720.29955,720.29955,44.41317,104,93.82331378,14115.63661,3447.223292,8.99389693,0.366070846,34.81197
2009-7-3 18:05:28,720.327744,720.327744,44.381928,104,93.76661473,13972.57039,3447.223292,8.198518313,0.352512667,34.35096
2009-7-3 18:05:32,720.362796,720.362796,44.3484,104,93.68723607,14028.83161,3447.223292,8.308987343,0.352512667,33.84804
2009-7-3 18:05:36,720.397848,720.397848,44.311824,104,93.61239332,14002.83838,3447.223292,8.575813196,0.311838128,33.460944
2009-7-3 18:05:40,720.42528,720.42528,44.284392,104,93.66682441,13970.08828,3447.223292,9.527548394,0.311838128,33.378648
2009-7-3 18:05:44,720.471,720.471,44.24172,104,93.77568657,13928.44395,3447.223292,10.95515119,0.338954487,33.310068
2009-7-3 18:05:48,720.519768,720.519768,44.189904,104,93.85846718,14006.66497,3447.223292,13.43476106,0.335564943,33.204912
2009-7-3 18:05:52,720.538056,720.538056,44.171616,104,93.84826135,14127.35769,3447.223292,14.78078639,0.325396308,33.104328
2009-7-3 18:05:56,720.571584,720.571584,44.138088,104,93.7620788,14033.00294,3447.223292,15.40281317,0.27116359,32.558736
2009-7-3 18:06:00,720.599778,720.599778,44.109894,104,93.66795839,13792.20355,3447.223292,15.21671484,0.257605411,32.061912
2009-7-3 18:06:04,720.626448,720.626448,44.083224,104,93.5897137,13743.38866,3447.223292,15.16317997,0.27116359,31.623
2009-7-3 18:06:08,720.658452,720.658452,44.05122,104,93.40600879,14131.18428,3447.223292,15.44870073,0.305059039,31.252668
2009-7-3 18:06:12,720.693504,720.693504,44.016168,104,93.1678728,14187.54892,3447.223292,15.73422148,0.311838128,31.010352
2009-7-3 18:06:16,720.727032,720.727032,43.984926,104,93.06808248,14029.12464,3447.223292,16.17014993,0.277942679,30.953964
2009-7-3 18:06:20,720.757512,720.757512,43.95216,104,93.01365139,14124.53084,3447.223292,16.65961422,0.25760541,30.897576
2009-7-3 18:06:24,720.799422,720.799422,43.91025,104,92.98189993,14115.49872,3447.223292,16.79727516,0.210151782,30.779466
2009-7-3 18:06:28,720.815424,720.815424,43.894248,104,92.96829216,13974.43198,3447.223292,16.65706438,0.149139974,30.690312
2009-7-3 18:06:32,720.847428,720.847428,43.862244,104,92.90252126,14003.63128,3447.223292,16.31206076,0.135581795,30.585156
2009-7-3 18:06:36,720.879432,720.879432,43.83024,104,92.77324744,14032.83057,3447.223292,15.72062495,0.122023615,30.257496
2009-7-3 18:06:40,720.900768,720.900768,43.808904,104,92.64624157,14066.2012,3447.223292,15.32633441,0.081349077,30.03804
2009-7-3 18:06:44,720.929724,720.929724,43.778424,104,92.35821042,13866.04639,3447.223292,14.36610171,0.040674538,29.666184
2009-7-3 18:06:48,720.961728,720.961728,43.747944,104,92.07471519,14305.86296,3447.223292,13.48064861,0.027116359,29.30652
2009-7-3 18:06:52,720.98535,720.98535,43.722036,104,91.95337923,14204.23424,3447.223292,13.59536639,0.013558179,29.1465
2009-7-3 18:06:56,721.01202,721.01202,43.697652,104,91.89327824,14165.00307,3447.223292,13.84009854,0.020337269,28.881324
2009-7-3 18:07:00,721.048596,721.048596,43.661076,104,91.89668018,14041.17323,3447.223292,13.68714125,0.027116359,28.51404
2009-7-3 18:07:04,721.062312,721.062312,43.64736,104,91.92049378,14041.17323,3447.223292,13.49594422,0.027116359,28.386024
2009-7-3 18:07:08,721.092792,721.092792,43.615356,104,91.98853264,14101.53683,3447.223292,13.363381,0.027116359,28.073604
2009-7-3 18:07:12,721.117938,721.117938,43.590972,104,92.01688216,14174.93152,3447.223292,13.27925467,0.027116359,27.765756
2009-7-3 18:07:16,721.14156,721.14156,43.565064,104,91.98853264,14192.23736,3447.223292,13.16453615,0.027116359,27.529536
2009-7-3 18:07:20,721.173564,721.173564,43.536108,104,91.82070346,14221.54008,3447.223292,12.80933514,0.027116359,27.247596
2009-7-3 18:07:24,721.20252,721.20252,43.507152,104,91.5984432,14080.05966,3447.223292,12.70566405,0.027116359,26.938224
2009-7-3 18:07:28,721.228428,721.228428,43.481244,104,91.43401597,14215.1452,3447.223292,13.17983201,0.013558179,26.817066
2009-7-3 18:07:32,721.252812,721.252812,43.45686,104,91.32175186,14024.48791,3447.223292,13.6285072,0.013558179,26.718768
2009-7-3 18:07:36,721.287102,721.287102,43.420284,104,91.22536347,14138.71681,3447.223292,13.90892901,0.037284994,26.435304
2009-7-3 18:07:40,721.303104,721.303104,43.406568,104,91.22196153,14165.34781,3447.223292,14.07208345,0.027116359,26.261568
2009-7-3 18:07:44,721.333584,721.333584,43.374564,104,91.33989555,14132.59771,3447.223292,14.24543528,0.027116359,25.860756
2009-7-3 18:07:48,721.35873,721.35873,43.35018,104,91.50545677,14226.1251,3447.223292,14.51566043,0.016947724,25.581864
2009-7-3 18:07:52,721.3854,721.3854,43.321224,104,91.6755539,14268.21759,3447.223292,14.68391308,0.013558179,25.447752
2009-7-3 18:07:56,721.420452,721.420452,43.28922,104,91.8184355,14231.88221,3447.223292,14.78248596,0,25.4127
2009-7-3 18:08:00,721.452456,721.452456,43.257216,104,91.87513454,14389.56531,3447.223292,14.70430787,0,25.371552
2009-7-3 18:08:04,721.476078,721.476078,43.233594,104,91.85812484,14128.59875,3447.223292,14.41368866,-0.027116359,25.32126
2009-7-3 18:08:08,721.501224,721.501224,43.208448,104,91.80482773,14155.14356,3447.223292,14.3932946,-0.040674538,25.269444
2009-7-3 18:08:12,721.536276,721.536276,43.172634,104,91.6165869,14330.89093,3447.223292,14.54880148,-0.067790897,25.06599
2009-7-3 18:08:16,721.549992,721.549992,43.156632,104,91.48050918,14330.89093,3447.223292,14.91844832,-0.067790897,24.9174
2009-7-3 18:08:20,721.581996,721.581996,43.127676,104,91.21742561,14188.03156,3447.223292,15.39516537,-0.115244526,24.697944
2009-7-3 18:08:24,721.60638,721.60638,43.103292,104,91.00083526,14440.51757,3447.223292,15.76991115,-0.149139974,24.582882
2009-7-3 18:08:28,721.632288,721.632288,43.077384,104,90.79104878,14288.28133,3447.223292,15.54047485,-0.189814513,24.472392
2009-7-3 18:08:32,721.661244,721.661244,43.048428,104,90.62095164,14184.51523,3447.223292,15.51328229,-0.25760541,24.380952
2009-7-3 18:08:36,721.6902,721.6902,43.016424,104,90.48260597,14581.37746,3447.223292,15.7444179,-0.284721769,24.33828
2009-7-3 18:08:40,721.716108,721.716108,42.992802,104,90.41910304,14404.69931,3447.223292,16.38683997,-0.27794268,24.326088
2009-7-3 18:08:44,721.740492,721.740492,42.967656,104,90.41683507,14459.4092,3447.223292,16.80747208,-0.298279949,24.333708
2009-7-3 18:08:48,721.777068,721.777068,42.932604,104,90.50301763,14148.50737,3447.223292,16.82276768,-0.338954487,24.316182
2009-7-3 18:08:52,721.790784,721.790784,42.918888,104,90.57786037,14416.73066,3447.223292,17.04455666,-0.338954487,24.295608
2009-7-3 18:08:56,721.821264,721.821264,42.888408,104,90.71620604,14306.93165,3447.223292,17.30203555,-0.338954487,24.25446
2009-7-3 18:09:00,721.84641,721.84641,42.863262,104,90.80012063,14290.26358,3447.223292,17.3147818,-0.349123122,24.244554
2009-7-3 18:09:04,721.870032,721.870032,42.83964,104,90.9089828,14321.30722,3447.223292,17.19241597,-0.352512667,24.237696
2009-7-3 18:09:08,721.902036,721.902036,42.807636,104,91.02464885,14561.93425,3447.223292,16.92728888,-0.27794268,24.24684
2009-7-3 18:09:12,721.930992,721.930992,42.77868,104,91.13577898,14491.53877,3447.223292,16.82531751,-0.230489051,24.249888
2009-7-3 18:09:16,721.9569,721.9569,42.752772,104,91.19474599,14333.99357,3447.223292,16.87120434,-0.193204058,24.24303
2009-7-3 18:09:20,721.981284,721.981284,42.728388,104,91.2060858,14307.10402,3447.223292,17.20771061,-0.203372692,24.252936
2009-7-3 18:09:24,722.015574,722.015574,42.694098,104,91.21855959,14378.30963,3447.223292,17.29183815,-0.233878597,24.237696
2009-7-3 18:09:28,722.031576,722.031576,42.678096,104,91.2355693,14422.31541,3447.223292,17.2077111,-0.284721769,24.228552
2009-7-3 18:09:32,722.031576,722.027004,42.681144,104,91.42381014,14287.48843,3447.223292,17.1176354,-0.271163589,23.365968
2009-7-3 18:09:36,722.031576,721.930992,42.766488,104,91.97492486,14152.66145,3447.223292,17.07684679,-0.25760541,22.454616
2009-7-3 18:09:40,722.031576,721.79688,42.903648,104,93.22683981,14194.65052,3447.223292,17.04965438,-0.176256333,0
2009-7-3 18:09:44,722.031576,721.588092,43.109388,104,95.58552013,14002.83838,3447.223292,16.92728888,-0.135581795,0
2009-7-3 18:09:48,722.031576,721.382352,43.318176,104,98.03491893,14113.43028,3447.223292,16.92728952,-0.135581795,0
2009-7-3 18:09:52,722.031576,721.21014,43.489626,104,100.0908263,13683.47322,3447.223292,16.72079664,-0.135581795,0
2009-7-3 18:09:56,722.031576,721.036404,43.661076,104,102.135394,13727.18598,3447.223292,14.24288642,-0.162698154,0
2009-7-3 18:10:00,722.031576,720.830664,43.869864,104,104.5984005,13651.68839,3447.223292,8.959906667,-0.311838128,0
2009-7-3 18:10:04,722.031576,720.690456,44.007024,104,106.0861835,13485.18,3447.223292,4.479953333,-0.379629026,0
2009-7-3 18:10:08,722.031576,720.533484,44.170092,104,107.5104636,13532.44356,3447.223292,0,-0.393187205,0
2009-7-3 18:10:12,722.031576,720.51672,44.192952,104,107.6987044,13495.8324,3447.223292,0,-0.39657675,0
2009-7-3 18:10:16,722.031576,720.51672,44.192952,104,107.5785024,13467.87416,3447.223292,0,-0.393187205,0
2009-7-3 18:10:20,722.031576,720.51672,44.192952,104.9,107.1657334,13587.39478,3447.223292,0,-0.318617218,0
2009-7-3 18:10:24,722.031576,720.51672,44.189904,106.25,106.6577099,13527.16907,3447.223292,0,-0.244047231,0
2009-7-3 18:10:28,722.031576,720.51672,44.192952,107.15,106.2993719,13564.88339,3447.223292,0,3.850522973,0
2009-7-3 18:10:32,722.031576,720.51672,44.189904,110.17,105.7301135,13916.03338,3447.223292,0,7.87730228,0
2009-7-3 18:10:36,722.031576,720.51672,44.189904,116.4975,105.0814764,13656.84222,3447.223292,0,5.962209428,0
2009-7-3 18:10:40,722.031576,720.51672,44.189904,119.43,104.8161249,13633.41728,3447.223292,0,5.016526409,0
2009-7-3 18:10:44,722.031576,720.51672,44.189904,125.405,104.4600549,13575.81159,3447.223292,0,4.630118294,0
2009-7-3 18:10:48,722.031576,720.51672,44.189904,129.9675,104.2684121,13635.8994,3447.223292,0,4.030168852,0
2009-7-3 18:10:52,722.031576,720.51672,44.189904,133.83,104.2491344,13675.13056,3447.223292,0,3.958988409,0
2009-7-3 18:10:56,722.031576,720.51672,44.189904,138.45,104.2831538,13244.55297,3447.223292,0,4.291163807,0
2009-7-3 18:11:00,722.031576,720.535008,44.177712,142.68,104.3126373,13251.65457,3447.223292,0,4.623339204,0
2009-7-3 18:11:04,722.031576,720.588348,44.124372,143.3125,104.2888238,13373.69177,3447.223292,0,5.50462087,0
2009-7-3 18:11:08,722.031576,720.640164,44.071032,143.54,104.2423305,13432.84879,3447.223292,0,5.335143627,0
2009-7-3 18:11:12,722.031576,720.696552,44.01312,143.5925,104.158416,13538.89016,3447.223292,0,4.148802922,0
2009-7-3 18:11:16,722.031576,720.71484,43.994832,143.63,104.1175926,13538.89016,3447.223292,0,4.148802922,0
2009-7-3 18:11:20,722.031576,720.778848,43.933872,143.63,103.9747111,13461.87572,3447.223292,0,4.72502555,0
2009-7-3 18:11:24,722.031576,720.841332,43.873674,143.585,103.8533751,13618.93829,3447.223292,0,5.179224563,0
2009-7-3 18:11:28,722.031576,720.937344,43.775376,143.47,103.7184313,13512.06955,3447.223292,0,4.691130101,0
2009-7-3 18:11:32,722.031576,721.062312,43.651932,143.335,103.502975,13424.0235,3447.223292,0,4.094570204,0
2009-7-3 18:11:36,722.031576,721.18728,43.528488,143.3,103.3510215,13528.75487,3447.223292,0,4.609781024,0
2009-7-3 18:11:40,722.031576,721.29015,43.424856,143.245,103.2875186,13697.36616,3447.223292,0,5.769005371,0
2009-7-3 18:11:44,722.031576,721.394544,43.3197,143.18,103.2398914,13762.21135,3447.223292,0,5.667319024,0
2009-7-3 18:11:48,722.031576,721.540086,43.175682,143.135,103.203604,13433.07287,3447.223292,0,4.972462326,0
2009-7-3 18:11:52,722.031576,721.601808,43.11396,143.15,103.1968001,13534.27067,3447.223292,0,5.002968229,0
2009-7-3 18:11:56,722.031576,721.725252,42.988992,143.3,103.1627807,13538.61437,3447.223292,0,4.928398242,0
2009-7-3 18:12:00,722.031576,721.828122,42.887646,143.41,103.1605127,13656.20446,3447.223292,0,4.691130101,0
2009-7-3 18:12:04,722.031576,721.930992,42.784776,143.43,103.1831923,13693.95325,3447.223292,0,4.636897383,0
2009-7-3 18:12:08,722.04072,722.028528,42.684192,143.415,102.6865087,13538.13174,3447.223292,0,4.941956422,0
2009-7-3 18:12:12,722.089488,722.089488,42.620184,143.42,101.7861278,13529.65118,3447.223292,0,4.962293691,0
2009-7-3 18:12:16,722.136732,722.136732,42.575226,143.45,100.9617238,13836.89881,3447.223292,0,6.013052601,0
2009-7-3 18:12:20,722.173308,722.173308,42.536364,143.44,100.1804109,13727.32388,3447.223292,0,6.521484331,0
2009-7-3 18:12:24,722.221314,722.221314,42.488358,143.4,99.1961154,13933.33922,3447.223292,0,6.697740665,0
2009-7-3 18:12:28,722.241888,722.241888,42.467784,143.4,98.78788226,13933.33922,3447.223292,2.335150089,6.697740665,0
2009-7-3 18:12:32,722.286084,722.286084,42.425112,143.32,98.03265097,13911.276,3447.223292,5.248989124,6.548600691,0
2009-7-3 18:12:36,722.318088,722.318088,42.391584,143.32,97.57679064,13963.60721,3447.223292,7.420984774,6.399460716,0
2009-7-3 18:12:40,722.351616,722.351616,42.358056,143.3,97.54503917,13747.11183,3447.223292,8.728771211,6.168971665,0
2009-7-3 18:12:44,722.394288,722.394288,42.316908,143.25,97.72874408,13924.99657,3447.223292,8.681184014,5.897808075,0
2009-7-3 18:12:48,722.43696,722.43696,42.27576,143.38,97.93966453,14120.25609,3447.223292,8.035363875,6.006273511,0
2009-7-3 18:12:52,722.470488,722.470488,42.24147,143.4325,98.04399078,13772.41559,3447.223292,8.50188378,5.76222628,0
2009-7-3 18:12:56,722.500968,722.500968,42.208704,143.38,98.11656556,13873.59615,3447.223292,8.274996835,5.830017178,0
2009-7-3 18:13:00,722.54745,722.54745,42.162222,143.43,98.19367626,13959.93575,3447.223292,7.887504923,5.626644486,0
2009-7-3 18:13:04,722.568024,722.568024,42.141648,143.43,98.2208918,13648.58575,3447.223292,7.566294379,5.179224563,0
2009-7-3 18:13:08,722.621364,722.621364,42.089832,143.455,98.20728403,13762.41819,3447.223292,7.347055359,5.362259986,0
2009-7-3 18:13:12,722.666322,722.666322,42.044112,143.5475,98.04852671,13811.14689,3447.223292,7.497463417,5.799511275,0
2009-7-3 18:13:16,722.71128,722.71128,42.00144,143.57,97.81719459,13789.44564,3447.223292,7.811026036,5.884249896,0
2009-7-3 18:13:20,722.766144,722.766144,41.945052,143.485,97.48834012,14107.74211,3447.223292,8.302189566,6.094401678,0
2009-7-3 18:13:24,722.824056,722.824056,41.888664,143.5,97.13680604,14178.30995,3447.223292,7.98437787,6.56215887,0
2009-7-3 18:13:28,722.860632,722.860632,41.852088,143.5,96.88733023,13980.91305,3447.223292,7.957185464,6.56215887,0
2009-7-3 18:13:32,722.915496,722.915496,41.7957,143.53,96.50404468,14034.96795,3447.223292,7.916396854,6.535042511,0
2009-7-3 18:13:36,722.982552,722.982552,41.729406,143.585,96.1048834,14066.32185,3447.223292,10.12833117,7.016357883,0
2009-7-3 18:13:40,723.009984,723.009984,41.699688,143.6,96.00282511,14432.79544,3447.223292,12.39974899,7.362091459,0
2009-7-3 18:13:44,723.064848,723.064848,41.644824,143.45,95.90530275,14293.03871,3447.223292,13.5979155,7.253626024,0
2009-7-3 18:13:48,723.112854,723.112854,41.596818,143.3625,95.86447944,14213.99032,3447.223292,11.07921642,6.982462434,0
2009-7-3 18:13:52,723.159336,723.159336,41.550336,143.35,95.86221148,14234.22643,3447.223292,6.505789555,6.928229716,0
2009-7-3 18:13:56,723.218772,723.218772,41.493948,143.25,95.90757071,14189.41051,3447.223292,9.575135105,6.779089742,0
2009-7-3 18:14:00,723.27516,723.27516,41.434512,143.22,95.9620018,13827.09101,3447.223292,12.64448065,6.494367973,0
2009-7-3 18:14:04,723.323928,723.323928,41.38803,143.2675,95.99375326,14168.45045,3447.223292,10.27364089,6.372344357,38.897052
2009-7-3 18:14:08,723.371172,723.371172,41.340024,143.2,95.98014549,14108.8108,3447.223292,7.953786656,6.399460716,39.983664
2009-7-3 18:14:12,723.437466,723.437466,41.272968,143.17,95.95746588,14063.71908,3447.223292,10.48013378,6.141855306,40.129968
2009-7-3 18:14:16,723.467184,723.467184,41.245536,143.17,95.9438581,14063.71908,3447.223292,11.43101879,6.141855306,40.148256
2009-7-3 18:14:20,723.523572,723.523572,41.1861,143.3,95.92344645,14012.45656,3447.223292,10.05440151,6.216425293,40.524684
2009-7-3 18:14:24,723.573102,723.573102,41.138856,143.33,95.88035517,14081.64545,3447.223292,6.465000581,6.372344357,40.946832
2009-7-3 18:14:28,723.622632,723.622632,41.090088,143.33,95.80324447,14083.50704,3447.223292,7.535702678,6.507926152,41.352216
2009-7-3 18:14:32,723.677496,723.677496,41.0337,143.205,95.74427746,14145.42196,3447.223292,11.2780615,5.945261704,41.847516
2009-7-3 18:14:36,723.735408,723.735408,40.977312,143.28,95.68077453,14077.30176,3447.223292,10.45209118,5.992715332,42.284904
2009-7-3 18:14:40,723.784176,723.784176,40.928544,143.385,95.63087937,14129.47783,3447.223292,7.301168172,6.253710287,42.739818
2009-7-3 18:14:44,723.83142,723.83142,40.8813,143.4,95.58778809,14418.59224,3447.223292,9.02703798,6.54860069,43.149012
2009-7-3 18:14:48,723.896952,723.896952,40.81272,143.3575,95.54129488,14150.67922,3447.223292,12.92745206,6.480809794,43.691556
2009-7-3 18:14:52,723.924384,723.924384,40.785288,143.38,95.54469682,14031.58951,3447.223292,12.05304533,6.602833408,43.95216
2009-7-3 18:14:56,723.985344,723.985344,40.725852,143.505,95.50840943,14056.44511,3447.223292,9.460416954,6.799427011,44.566332
2009-7-3 18:15:00,724.034112,724.034112,40.678608,143.545,95.48346185,14096.34853,3447.223292,8.588559819,7.067201056,45.03039
2009-7-3 18:15:04,724.079832,724.079832,40.632888,143.63,95.45851427,14101.36446,3447.223292,12.5119184,7.09092787,45.424344
2009-7-3 18:15:08,724.137744,724.137744,40.573452,143.625,95.42222688,14198.99422,3447.223292,13.08295926,6.738415203,45.485304
2009-7-3 18:15:12,724.195656,724.195656,40.517064,143.6,95.39954726,14220.29902,3447.223292,8.147532308,6.711298844,45.604176
2009-7-3 18:15:16,724.242138,724.242138,40.468296,143.595,95.38480551,14335.35529,3447.223292,7.971631612,6.57571705,45.71238
2009-7-3 18:15:20,724.290144,724.290144,40.421052,143.58,95.35645598,13919.75655,3447.223292,12.6393822,6.535042511,45.698664
2009-7-3 18:15:24,724.3572,724.3572,40.354758,143.5375,95.35532201,13975.05251,3447.223292,13.26650768,6.751973383,45.724572
2009-7-3 18:15:28,724.384632,724.384632,40.32504,143.5,95.35872395,13975.05251,3447.223292,10.30933081,6.751973383,45.774864
2009-7-3 18:15:32,724.444068,724.444068,40.268652,143.45,95.35645599,14096.91734,3447.223292,8.486588052,6.860438819,45.814488
2009-7-3 18:15:36,724.491312,724.491312,40.221408,143.42,95.40975309,13920.37708,3447.223292,11.81086278,6.792647921,45.836586
2009-7-3 18:15:40,724.537032,724.537032,40.17264,143.43,95.58098421,14336.13094,3447.223292,14.4187876,6.006273511,45.805344
2009-7-3 18:15:44,724.599516,724.599516,40.11168,143.5,95.93025033,14149.55881,3447.223292,10.10878697,6.467251614,46.030896
2009-7-3 18:15:48,724.662,724.662,40.047672,143.57,96.2885883,14198.0979,3447.223292,9.972824291,6.602833408,46.229016
2009-7-3 18:15:52,724.71153,724.71153,40.00119,143.515,96.48023108,13897.2107,3447.223292,13.13139535,5.789342639,46.216824
2009-7-3 18:15:56,724.76106,724.76106,39.95166,143.47,96.60156704,13946.95637,3447.223292,12.89940971,5.687656293,46.2534
2009-7-3 18:16:00,724.831164,724.831164,39.881556,143.5675,96.83176517,13960.02194,3447.223292,8.555419013,5.535126775,46.34484
2009-7-3 18:16:04,724.863168,724.863168,39.849552,143.62,96.99165648,14002.83838,3447.223292,7.556097226,5.992715332,46.43628
2009-7-3 18:16:08,724.931748,724.931748,39.779448,143.595,97.57225471,14076.0607,3447.223292,8.889376059,6.060506229,46.829472
2009-7-3 18:16:12,724.991184,724.991184,39.718488,143.5175,98.090484,13787.41169,3447.223292,12.31052373,6.087622589,47.184564
2009-7-3 18:16:16,725.037666,725.037666,39.672006,143.5,98.35470156,13795.39237,3447.223292,12.83992636,6.063895774,47.452026
2009-7-3 18:16:20,725.114628,725.114628,39.598092,143.365,98.57242589,13837.29526,3447.223292,10.46115521,5.423271794,47.745396
2009-7-3 18:16:24,725.177112,725.177112,39.535608,143.33,98.77881041,13702.02012,3447.223292,8.81034843,5.26057364,47.865792
2009-7-3 18:16:28,725.235024,725.235024,39.476934,143.315,99.11673674,13824.78127,3447.223292,11.39532912,5.833406723,48.193452
2009-7-3 18:16:32,725.295984,725.295984,39.415212,143.27,99.45239508,13914.24075,3447.223292,11.87459577,6.372344357,48.591216
2009-7-3 18:16:36,725.376756,725.376756,39.335202,143.21,99.43084945,13823.71259,3447.223292,9.399234163,6.718077934,48.945546
2009-7-3 18:16:40,725.40876,725.40876,39.300912,143.18,99.1961154,13895.07332,3447.223292,7.285872322,6.575717049,49.039272
2009-7-3 18:16:44,725.481912,725.481912,39.230808,143.305,98.72891526,13756.21291,3447.223292,5.577847836,6.196088024,49.533048
2009-7-3 18:16:48,725.550492,725.550492,39.162228,143.33,98.4828414,13617.3525,3447.223292,4.066118473,5.816458998,50.173128
2009-7-3 18:16:52,725.619072,725.619072,39.093648,143.43,98.43861614,13744.00919,3447.223292,2.926585415,5.992715332,50.84064
2009-7-3 18:16:56,725.722704,725.722704,38.99154,143.58,98.9761231,14117.42924,3447.223292,4.01258324,6.128297126,52.142136
2009-7-3 18:17:00,725.82024,725.82024,38.89248,143.62,99.30044164,13741.52708,3447.223292,5.098581065,6.399460716,53.388768
2009-7-3 18:17:04,725.90406,725.90406,38.80866,143.5625,99.55331939,13868.8043,3447.223292,7.614730792,5.707993562,54.438042
2009-7-3 18:17:08,725.986356,725.986356,38.726364,143.64,99.76537382,13719.77412,3447.223292,11.93322909,5.308027268,55.494936
2009-7-3 18:17:12,726.095322,726.095322,38.61816,143.6375,100.0273234,13810.4057,3447.223292,11.07411797,4.514873768,56.75376
2009-7-3 18:17:16,726.143328,726.143328,38.57244,143.6,100.1804108,13810.4057,3447.223292,8.897023862,4.514873768,57.3024
2009-7-3 18:17:20,726.236292,726.236292,38.476428,143.55,100.5069974,13713.7412,3447.223292,7.748143718,4.616560114,58.469784
2009-7-3 18:17:24,726.329256,726.329256,38.383464,143.4,100.3300963,13803.3041,3447.223292,8.813747238,5.002968229,59.54268
2009-7-3 18:17:28,726.393264,726.393264,38.319456,143.4,100.0307254,13890.45383,3447.223292,9.524149585,5.26057364,60.313824
2009-7-3 18:17:32,726.481656,726.481656,38.231064,143.535,99.49548636,13832.19314,3447.223292,8.706676773,6.175750755,61.228224
2009-7-3 18:17:36,726.563952,726.563952,38.148768,143.57,98.81056188,13924.72078,3447.223292,5.027200755,6.453693434,61.880496
2009-7-3 18:17:40,726.631008,726.631008,38.081712,143.5075,98.28552872,13922.5317,3447.223292,2.503403256,6.219814838,62.526672
2009-7-3 18:17:44,726.693492,726.693492,38.017704,143.52,97.78997905,14162.52096,3447.223292,3.199359697,6.413018896,62.93358
2009-7-3 18:17:48,726.78036,726.78036,37.935408,143.67,97.30009929,14121.49715,3447.223292,4.31000063,6.81976428,63.517272
2009-7-3 18:17:52,726.835224,726.835224,37.877496,143.72,97.03701571,14053.51484,3447.223292,4.908234139,7.009578793,64.090296
2009-7-3 18:17:56,726.923616,726.923616,37.789104,143.695,96.87372246,14073.44069,3447.223292,5.147017661,7.294300562,64.974216
2009-7-3 18:18:00,726.999816,726.999816,37.710618,143.67,96.95310113,13900.64084,3447.223292,5.70531218,7.162108312,65.818512
2009-7-3 18:18:04,727.076016,727.076016,37.636704,143.67,97.02794387,13836.39894,3447.223292,10.61524562,7.023136972,66.41592
2009-7-3 18:18:08,727.16136,727.16136,37.55136,143.675,97.19804101,13854.29083,3447.223292,12.624087,6.718077934,66.89598
2009-7-3 18:18:12,727.243656,727.243656,37.469064,143.67,97.49967993,13764.69346,3447.223292,11.85929967,6.54860069,67.241928
2009-7-3 18:18:16,727.31376,727.31376,37.401246,143.6,97.49174207,13901.55439,3447.223292,8.54777133,7.023136972,67.609974
2009-7-3 18:18:20,727.376244,727.376244,37.334952,143.625,97.32277891,13904.1744,3447.223292,6.962112551,7.09092787,67.96278
2009-7-3 18:18:24,727.46997,727.46997,37.244274,143.7075,96.96444094,13861.4269,3447.223292,8.881728497,6.399460716,68.460366
2009-7-3 18:18:28,727.508832,727.508832,37.20084,143.67,96.73310883,13861.4269,3447.223292,7.663167448,6.399460716,68.59524
2009-7-3 18:18:32,727.591128,727.591128,37.120068,143.67,96.37250289,14057.54828,3447.223292,6.773464746,7.389207819,68.921376
2009-7-3 18:18:36,727.659708,727.659708,37.053012,143.67,96.22054945,13892.59121,3447.223292,10.42659794,7.592580511,69.281802
2009-7-3 18:18:40,727.72524,727.72524,36.98748,143.7,96.02550473,14198.0979,3447.223292,12.18560855,7.551905972,69.52488
2009-7-3 18:18:44,727.799916,727.799916,36.91128,143.785,95.72159785,14121.77294,3447.223292,11.48880273,7.111265139,69.569076
